SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_WORK_PHONE,OCCUPATION_TYPE,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,LIVINGAREA_AVG,APARTMENTS_MODE,FLOORSMAX_MODE,APARTMENTS_MEDI,YEARS_BEGINEXPLUATATION_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,TOTALAREA_MODE,WALLSMATERIAL_MODE,DEF_30_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_8,FLAG_DOCUMENT_18,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_QRT,DOCUMENT_COUNT,NEW_DOC_KURT,AGE_RANGE,EXT_SOURCES_PROD,EXT_SOURCES_WEIGHTED,EXT_SOURCES_MIN,EXT_SOURCES_MAX,EXT_SOURCES_MEAN,EXT_SOURCES_NANMEDIAN,EXT_SOURCES_VAR,CREDIT_TO_ANNUITY_RATIO,CREDIT_TO_GOODS_RATIO,ANNUITY_TO_INCOME_RATIO,CREDIT_TO_INCOME_RATIO,INCOME_TO_EMPLOYED_RATIO,INCOME_TO_BIRTH_RATIO,EMPLOYED_TO_BIRTH_RATIO,ID_TO_BIRTH_RATIO,CAR_TO_BIRTH_RATIO,CAR_TO_EMPLOYED_RATIO,PHONE_TO_BIRTH_RATIO,GROUP_EXT_SOURCES_MEDIAN,GROUP_EXT_SOURCES_STD,GROUP_INCOME_MEAN,GROUP_INCOME_STD,GROUP_CREDIT_TO_ANNUITY_MEAN,GROUP_CREDIT_TO_ANNUITY_STD,GROUP_CREDIT_MEAN,GROUP_ANNUITY_MEAN,GROUP_ANNUITY_STD
113672,0,1,0,292500.0,792162.0,40576.5,630000.0,0,3,0,1,0,0.01166,-23211,,-1678.0,-4374,,0,-1,1,1,0,0,0,0,5,,0.4675,,,,,,,,,,,,,-1,0.0,0.0,,0,0,0,0.0,0.0,2.0,1,20.0,4,,,0.4675,0.4675,0.4675,0.4675,0.0,19.52,1.258,0.1387,2.709,,-12.6,,0.1885,,,,,,,,,,,,
113680,0,1,0,202500.0,450000.0,25128.0,450000.0,0,0,0,1,0,0.02516,-19453,-12136.0,-10430.0,-2892,,1,9,2,2,1,0,0,0,4,,0.6533,0.374,0.0629,0.138,0.1667,0.0645,0.0641,0.1667,0.0635,0.986,0.138,0.1667,0.0579,2,0.0,0.0,-1892.0,1,0,0,0.0,0.0,0.0,1,20.0,4,,,0.374,0.6533,0.5137,0.5137,0.01949,17.9,1.0,0.1241,2.223,-16.684518414764767,-10.41,0.624,0.1487,,,0.0973,0.571,0.1389,164151.22,70976.29,23.17,7.625,618170.9,26095.793,13426.309
113692,0,0,0,48150.0,302341.5,18625.5,261000.0,2,3,0,1,0,0.03134,-21776,,-11600.0,-4910,,0,-1,2,2,5,0,0,0,5,,0.3513,,,,,,,,,,,,,-1,0.0,0.0,-915.0,1,0,0,,,,1,20.0,4,,,0.3513,0.3513,0.3513,0.3513,0.0,16.23,1.158,0.3867,6.277,,-2.21,,0.2255,,,0.04202,,,,,,,,,
113694,0,1,0,76500.0,128092.5,10039.5,103500.0,0,3,0,0,0,0.0105,-14140,,-7060.0,-6315,,0,-1,3,3,0,0,0,0,5,,0.5474,0.5513,0.0722,0.138,0.1667,0.0623,0.0735,0.1667,0.0729,0.977,0.138,0.1667,0.0496,0,0.0,0.0,-323.0,1,0,0,0.0,0.0,1.0,1,20.0,2,,,0.5474,0.5513,0.5493,0.5493,3.93e-06,12.76,1.237,0.1312,1.675,,-5.41,,0.4465,,,0.02284,,,,,,,,,
113695,0,0,1,157500.0,599778.0,25542.0,477000.0,0,0,0,1,0,0.003122,-19065,-2994.0,-7970.0,-2602,4.0,0,0,3,3,6,0,0,0,0,0.3074,0.2433,0.3809,,,,,,,,,,,,-1,1.0,1.0,-2616.0,1,0,0,0.0,0.0,3.0,1,20.0,4,0.02849,2.0,0.2433,0.3809,0.3105,0.3074,0.003157,23.48,1.258,0.1622,3.809,-52.605210420841686,-8.26,0.157,0.1365,-0.0002098,-0.001336,0.1372,0.551,0.1504,176902.6,77037.63,21.45,8.086,622778.8,28564.57,12882.599
113701,1,1,0,180000.0,202500.0,10125.0,202500.0,0,2,0,2,0,0.005,-17378,-2770.0,-7836.0,-866,,0,3,3,3,4,0,0,0,35,,0.4377,0.623,0.0165,0.069,0.0417,0.0124,0.0168,0.0417,0.0167,0.9727,0.069,0.0417,0.0109,0,0.0,0.0,-643.0,0,0,0,0.0,0.0,0.0,0,0.0,3,,,0.4377,0.623,0.5303,0.5303,0.00858,20.0,1.0,0.05624,1.125,-64.98194945848375,-10.36,0.1594,0.04984,,,0.037,0.4973,0.1287,215697.66,100820.6,23.45,7.816,903057.75,36897.75,14784.551
113733,0,1,0,67500.0,433057.5,19206.0,324000.0,0,2,0,1,0,0.03076,-19329,-4130.0,-2832.0,-2877,,0,3,2,2,2,0,1,0,13,0.8105,0.585,0.5815,,,,,,,,,,,,-1,0.0,0.0,-2007.0,1,0,0,0.0,0.0,0.0,1,20.0,4,0.2756,3.951,0.5815,0.8105,0.659,0.585,0.01152,22.55,1.337,0.2844,6.414,-16.35967038293747,-3.492,0.2135,0.1488,,,0.1038,0.5576,0.12256,193311.2,89149.305,22.84,6.945,695581.75,29427.326,15706.477
113738,0,1,0,202500.0,472500.0,46161.0,472500.0,0,3,0,1,0,0.04623,-23568,,-7000.0,-4388,,0,-1,1,1,1,0,0,0,5,0.78,0.06744,0.4365,0.0412,0.069,0.1667,0.0418,0.042,0.1667,0.0416,0.9277,0.069,0.1667,0.0446,2,0.0,0.0,,0,0,0,0.0,0.0,1.0,1,20.0,4,0.02295,2.936,0.06744,0.78,0.428,0.4365,0.0846,10.234,1.0,0.2279,2.334,,-8.59,,0.1862,,,,,,,,,,,,
113740,0,1,1,112500.0,707287.5,36243.0,562500.0,-1,2,0,1,2,0.01968,-14617,-805.0,-186.0,-5200,18.0,0,5,2,2,1,0,0,1,35,0.4968,0.2632,0.7075,0.1545,0.276,0.1667,0.1757,0.1576,0.1667,0.1561,0.9893,0.276,0.1667,0.152,2,1.0,0.0,-1423.0,1,0,0,0.0,0.0,0.0,1,20.0,3,0.09247,3.379,0.2632,0.7075,0.4893,0.4968,0.03296,19.52,1.258,0.3223,6.285,-139.75155279503105,-7.695,0.05508,0.3557,-0.001231,-0.02235,0.09735,0.5396,0.1378,156711.56,93015.195,21.58,7.34,575539.6,26323.125,12949.818
113742,0,1,0,90000.0,224149.5,23098.5,193500.0,0,2,0,3,0,0.01884,-19292,-2958.0,-8470.0,-2779,,0,5,2,2,2,0,0,0,9,0.5024,0.6455,0.7017,,,,,,,,,,,,-1,0.0,0.0,-2632.0,1,0,0,0.0,0.0,0.0,1,20.0,4,0.2275,3.756,0.5024,0.7017,0.6167,0.6455,0.00703,9.7,1.158,0.2566,2.49,-30.425963488843813,-4.664,0.1533,0.144,,,0.1365,0.564,0.1381,146891.94,64632.004,21.73,7.477,582061.7,26427.27,12950.305
113777,0,1,0,180000.0,450000.0,46242.0,450000.0,0,0,1,1,0,0.01001,-12788,-4316.0,-2764.0,-1988,,1,1,2,2,5,0,0,0,13,0.547,0.7593,0.578,0.0495,0.138,0.0833,0.0525,0.0504,0.0833,0.05,0.996,0.138,0.0833,0.0413,2,0.0,0.0,-1664.0,1,0,0,0.0,0.0,0.0,1,20.0,2,0.2401,3.588,0.547,0.7593,0.6284,0.578,0.00878,9.734,1.0,0.2568,2.5,-41.70528266913809,-14.08,0.3374,0.1555,,,0.1301,0.5107,0.1282,144575.66,72781.38,20.9,7.72,575983.2,26607.16,13388.014
113783,0,1,0,112500.0,272520.0,21528.0,225000.0,1,0,0,1,2,0.00933,-9361,-557.0,-5756.0,-1162,,1,0,2,2,2,0,0,1,0,,0.6626,0.4084,,,,,,,,,,,,-1,0.0,0.0,-353.0,1,0,0,0.0,0.0,1.0,1,20.0,1,,,0.4084,0.6626,0.535,0.535,0.01614,12.66,1.211,0.1914,2.422,-201.97486535008977,-12.016,0.0595,0.12415,,,0.03772,0.3733,0.1354,121062.445,46331.992,19.06,6.164,377441.34,19553.281,10538.806
113788,0,0,1,157500.0,182448.0,19287.0,157500.0,1,1,1,0,0,0.0117,-8855,-437.0,-8850.0,-1420,11.0,0,11,2,2,6,0,0,0,15,0.527,0.7104,0.1277,0.2227,0.2069,0.3333,0.2651,0.2269,0.3333,0.2249,0.987,0.2069,0.3333,0.2408,2,0.0,0.0,-564.0,1,0,0,0.0,0.0,1.0,1,20.0,1,0.0478,2.146,0.1277,0.7104,0.455,0.527,0.0592,9.46,1.158,0.12244,1.158,-360.4118993135011,-17.78,0.04935,0.1604,-0.001243,-0.02518,0.0637,0.455,0.1532,206100.0,38631.918,20.44,11.87,507837.6,25017.3,5955.548
113789,0,1,0,112500.0,389844.0,19903.5,315000.0,0,0,0,0,0,0.0228,-13486,-2056.0,-465.0,-4214,,0,12,2,2,0,0,0,0,31,0.618,0.3777,0.56,,,,,,,,,,,,-1,0.0,0.0,-406.0,1,0,0,0.0,0.0,2.0,1,20.0,2,0.1309,3.295,0.3777,0.618,0.5186,0.56,0.01048,19.6,1.237,0.1769,3.465,-54.74452554744526,-8.34,0.1523,0.3125,,,0.0301,0.4866,0.1626,133467.03,54196.39,18.67,6.6,490905.0,25918.664,13557.903
113791,0,1,0,90000.0,361021.5,25672.5,328500.0,1,3,0,1,0,0.03076,-21136,,-12110.0,-4524,,0,-1,2,2,2,0,0,0,5,,0.2764,0.1625,,,,,,,,,,,,-1,0.0,0.0,,1,0,0,0.0,0.0,1.0,1,20.0,4,,,0.1625,0.2764,0.2195,0.2195,0.00325,14.06,1.099,0.2852,4.01,,-4.258,,0.214,,,,,,,,,,,,
113795,0,1,0,180000.0,112500.0,8887.5,112500.0,0,2,0,4,0,0.02461,-16321,-2680.0,-4948.0,-3563,,0,5,2,2,4,0,0,0,9,,0.555,0.3232,,,,,,,,,,,,-1,1.0,1.0,-1990.0,1,0,0,0.0,0.0,0.0,1,20.0,3,,,0.3232,0.555,0.4395,0.4395,0.013466,12.66,1.0,0.04938,0.625,-67.1892497200448,-11.03,0.1642,0.2183,,,0.12195,0.5435,0.1372,146143.64,68061.766,21.52,7.484,598081.5,27372.56,13204.811
113799,0,1,1,180000.0,149256.0,17712.0,135000.0,0,0,0,1,0,0.01001,-11008,-779.0,-3528.0,-3611,9.0,0,5,2,2,5,0,0,1,0,0.4626,0.3184,0.3232,0.0619,0.1034,0.1667,0.0497,0.063,0.1667,0.0625,0.9937,0.1034,0.1667,0.0408,2,0.0,0.0,-539.0,1,0,0,0.0,0.0,0.0,1,20.0,2,0.0476,2.213,0.3184,0.4626,0.3682,0.3232,0.00447,8.43,1.105,0.0984,0.829,-231.06546854942235,-16.36,0.07074,0.3281,-0.000818,-0.01155,0.04895,0.4714,0.1415,143806.94,70833.734,19.9,7.34,522139.44,25735.299,12882.262
113805,0,1,0,135000.0,550489.5,20880.0,454500.0,0,3,1,2,0,0.01884,-18579,,-7412.0,-2137,,0,-1,2,2,5,0,0,0,5,,0.77,0.653,,,,,,,,,,,,-1,0.0,0.0,-1772.0,0,0,0,0.0,0.0,0.0,1,20.0,4,,,0.653,0.77,0.7114,0.7114,0.003424,26.36,1.211,0.1547,4.08,,-7.266,,0.11505,,,0.0954,,,,,,,,,
113820,0,1,0,283482.0,1125000.0,48294.0,1125000.0,0,0,0,1,0,0.03134,-12344,-1576.0,-397.0,-4045,,1,9,2,2,0,0,0,0,7,0.3064,0.62,0.44,0.0753,0.1724,0.1667,,0.0735,0.1667,0.076,0.978,0.1724,0.1667,0.04,2,0.0,0.0,-769.0,0,0,1,0.0,0.0,0.0,1,20.0,2,0.0836,2.553,0.3064,0.62,0.4556,0.44,0.0165,23.3,1.0,0.1704,3.969,-179.87436548223351,-22.97,0.1277,0.3276,,,0.0623,0.4912,0.1367,138294.52,70223.72,21.17,7.645,546050.9,24985.504,13159.897
113822,0,0,0,202500.0,761872.5,54310.5,675000.0,0,3,0,1,0,0.04623,-22026,,-9470.0,-4331,,0,-1,1,1,6,0,0,0,5,,0.7026,0.6895,,,,,,,,,,,,-1,0.0,0.0,-843.0,0,0,0,0.0,0.0,0.0,1,20.0,4,,,0.6895,0.7026,0.696,0.696,4.17e-05,14.03,1.129,0.2683,3.762,,-9.195,,0.1967,,,0.03827,,,,,,,,,
113824,0,1,0,112500.0,296280.0,14251.5,225000.0,0,2,0,1,0,0.01863,-21126,-8790.0,-8760.0,-4350,,0,-1,2,2,5,0,0,0,0,,0.3872,0.6465,,,,,,,,,,,,-1,0.0,0.0,-2080.0,1,0,0,0.0,0.0,1.0,1,20.0,4,,,0.3872,0.6465,0.5166,0.5166,0.01678,20.8,1.316,0.1267,2.633,-12.79863481228669,-5.324,0.416,0.2059,,,0.0984,,,,,,,,,
113829,0,1,0,157500.0,848745.0,46174.5,675000.0,0,3,0,1,0,0.00823,-20415,,-4624.0,-3442,,0,-1,2,2,6,0,0,0,5,,0.5957,,,,,,,,,,,,,-1,0.0,0.0,-309.0,0,0,0,,,,1,20.0,4,,,0.5957,0.5957,0.5957,0.5957,0.0,18.38,1.258,0.2932,5.39,,-7.715,,0.1686,,,0.01514,,,,,,,,,
113832,0,1,0,112500.0,312840.0,19269.0,247500.0,0,0,0,1,0,0.0191,-21299,-10890.0,-10950.0,-4749,,0,7,2,2,1,0,0,0,0,,0.5996,0.6987,,,,,,,,,,,,-1,0.0,0.0,-934.0,1,0,0,0.0,0.0,1.0,1,20.0,4,,,0.5996,0.6987,0.649,0.649,0.00246,16.23,1.264,0.1713,2.781,-10.331527229313986,-5.28,0.511,0.223,,,0.04385,0.55,0.1483,150986.97,67550.57,22.34,7.5,618963.6,26749.994,12552.616
113833,0,1,0,270000.0,1014493.5,51930.0,891000.0,0,0,0,4,0,0.0188,-13291,-307.0,-573.0,-3888,,0,2,2,2,1,0,0,0,11,0.4934,0.575,0.3928,0.4897,0.2415,0.6665,0.4954,0.4988,0.6665,0.4944,0.9976,0.2415,0.6665,0.5674,2,0.0,0.0,-297.0,1,0,0,0.0,0.0,0.0,1,20.0,2,0.1115,2.74,0.3928,0.575,0.4873,0.4934,0.005577,19.53,1.139,0.1924,3.758,-879.4788273615635,-20.31,0.0231,0.2925,,,0.02234,0.523,0.1501,170407.89,71803.4,20.88,7.46,688670.06,31334.684,14920.383
113841,0,1,0,157500.0,90000.0,4725.0,90000.0,0,2,1,2,0,0.03134,-13177,-875.0,-9880.0,-2564,,0,-1,2,2,5,0,1,0,0,0.632,0.5312,0.7983,,,,,,,,,,,,-1,0.0,0.0,-409.0,1,0,0,0.0,0.0,0.0,1,20.0,2,0.2678,4.188,0.5312,0.7983,0.654,0.632,0.0121,19.05,1.0,0.03,0.5713,-180.0,-11.95,0.0664,0.1946,,,0.03104,,,,,,,,,
113849,0,0,0,292500.0,612000.0,25056.0,612000.0,0,0,0,0,0,0.0264,-9460,-194.0,-4220.0,-2056,,0,3,2,2,2,0,0,1,23,,0.3306,0.3723,0.2423,0.2069,0.375,0.2607,0.2468,0.375,0.2446,0.9893,0.2069,0.375,0.2328,1,0.0,0.0,-176.0,0,0,0,0.0,0.0,0.0,0,0.0,1,,,0.3306,0.3723,0.3513,0.3513,0.000438,24.42,1.0,0.08563,2.092,-1507.7319587628865,-30.92,0.02051,0.2173,,,0.0186,0.3513,0.1298,191837.05,91121.96,19.56,9.82,534020.3,24156.408,19341.18
113862,0,1,0,247500.0,67500.0,7047.0,67500.0,1,0,0,1,0,0.0182,-10185,-1814.0,-663.0,-2871,,0,0,3,3,0,0,0,0,0,,0.2482,0.4153,,,,,,,,,,,,-1,2.0,0.0,-1098.0,1,0,0,0.0,0.0,1.0,1,20.0,2,,,0.2482,0.4153,0.3318,0.3318,0.006985,9.58,1.0,0.02847,0.2727,-136.438809261301,-24.3,0.1781,0.282,,,0.1078,0.4727,0.1387,143385.16,61374.63,20.08,7.14,517675.38,25186.633,12483.606
113863,0,1,0,180000.0,405000.0,31995.0,405000.0,1,0,1,1,5,0.00966,-8127,-815.0,-425.0,-522,,1,1,2,2,1,0,1,0,37,0.234,0.4578,0.2032,,,,,,,,,,,,-1,0.0,0.0,-624.0,0,1,0,0.0,0.0,0.0,1,20.0,1,0.02177,1.535,0.2032,0.4578,0.2983,0.234,0.01286,12.66,1.0,0.1777,2.25,-220.85889570552146,-22.14,0.1003,0.0642,,,0.0768,0.4214,0.1425,154474.47,61791.707,20.39,8.31,473321.2,22259.535,13533.987
113864,0,1,1,112500.0,454500.0,17131.5,454500.0,0,1,0,1,0,0.02025,-16263,-5930.0,-5930.0,-5170,27.0,1,9,3,3,3,0,0,0,4,0.474,0.493,0.4885,,,,,,,,,,,,-1,0.0,0.0,-2488.0,1,0,0,0.0,0.0,1.0,1,20.0,3,0.11414,2.906,0.474,0.493,0.485,0.4885,6.49e-05,26.53,1.0,0.1522,4.04,-18.97133220910624,-6.918,0.3647,0.3179,-0.00166,-0.004555,0.153,0.5513,0.1301,152886.86,68706.73,22.64,8.23,640452.7,27361.5,12425.463
113870,0,0,1,157500.0,148140.0,8631.0,112500.0,-1,0,0,1,0,0.00712,-18641,-1960.0,-278.0,-2201,7.0,0,0,2,2,1,0,0,1,4,,0.677,0.6924,,,,,,,,,,,,-1,0.0,0.0,-1789.0,1,0,0,0.0,0.0,0.0,1,20.0,4,,,0.677,0.6924,0.6846,0.6846,6.115e-05,17.16,1.316,0.0548,0.9404,-80.35714285714286,-8.445,0.10516,0.1181,-0.0003755,-0.00357,0.09595,0.5615,0.1405,174061.98,79447.195,21.45,7.543,616236.94,28440.6,14317.125
113875,0,1,0,180000.0,572292.0,21703.5,472500.0,0,3,0,0,0,0.003069,-22113,,-9670.0,-2000,,0,-1,3,3,1,0,0,0,5,,0.6924,0.4956,,,,,,,,,,,,-1,1.0,1.0,-985.0,0,0,0,0.0,0.0,1.0,1,20.0,4,,,0.4956,0.6924,0.594,0.594,0.009674,26.38,1.211,0.1206,3.18,,-8.14,,0.09045,,,0.04456,,,,,,,,,
113882,0,1,0,180000.0,817560.0,30951.0,675000.0,0,3,1,1,1,0.04623,-21005,,-4360.0,-4061,,0,-1,1,1,0,0,1,0,5,,0.783,,,,,,,,,,,,,-1,0.0,0.0,-327.0,0,0,0,,,,1,20.0,4,,,0.783,0.783,0.783,0.783,0.0,26.42,1.211,0.172,4.543,,-8.57,,0.1934,,,0.015564,,,,,,,,,
113887,0,1,0,180000.0,450000.0,28759.5,450000.0,0,0,0,4,0,0.003542,-14284,-499.0,-7400.0,-4069,,0,0,1,1,6,0,0,0,9,,0.5845,0.3572,0.0165,0.0345,0.0417,0.0145,0.0168,0.0417,0.0167,0.986,0.0345,0.0417,0.0141,4,0.0,0.0,-1714.0,1,0,0,0.0,0.0,0.0,1,20.0,2,,,0.3572,0.5845,0.471,0.471,0.01293,15.65,1.0,0.1598,2.5,-360.7214428857715,-12.6,0.03494,0.285,,,0.12,0.4622,0.1403,134707.38,57741.496,19.44,6.97,497590.84,25092.2,13467.441
113894,0,1,0,45000.0,360000.0,18508.5,360000.0,0,3,0,1,0,0.01003,-20457,,-5270.0,-925,,0,-1,2,2,6,0,0,0,5,,0.618,0.4812,,,,,,,,,,,,-1,0.0,0.0,-774.0,0,0,0,0.0,0.0,0.0,1,20.0,4,,,0.4812,0.618,0.55,0.55,0.004692,19.45,1.0,0.4114,8.0,,-2.2,,0.04523,,,0.03784,,,,,,,,,
113909,0,0,1,283500.0,552555.0,28341.0,477000.0,0,0,1,1,0,0.03134,-23047,-2672.0,-2382.0,-5888,7.0,0,1,2,2,5,0,0,0,42,,0.6255,0.574,0.2412,0.2069,0.375,0.2264,0.2458,0.375,0.2437,0.9966,0.2069,0.375,0.2264,2,0.0,0.0,-2272.0,0,0,0,0.0,0.0,0.0,1,20.0,4,,,0.574,0.6255,0.6,0.6,0.000653,19.5,1.158,0.1,1.949,-106.06060606060606,-12.305,0.11597,0.2554,-0.0003037,-0.002619,0.0985,0.6,0.1083,256500.0,29508.473,24.84,4.67,982704.0,38541.0,10306.6045
113930,0,0,0,225000.0,213723.0,25492.5,184500.0,0,2,0,1,0,0.04623,-17326,-928.0,-8150.0,-873,,0,4,1,1,0,0,0,0,9,,0.451,,,,,,,,,,,,,-1,0.0,0.0,-105.0,1,0,0,,,,1,20.0,3,,,0.451,0.451,0.451,0.451,0.0,8.38,1.158,0.1133,0.9497,-242.45689655172413,-12.984,0.05356,0.05038,,,0.00606,0.528,0.1433,192920.64,82406.75,20.4,7.707,634654.5,30859.127,14909.469
113936,0,1,1,112500.0,323014.5,17653.5,261000.0,0,2,0,1,0,0.00702,-10177,-299.0,-3192.0,-2576,13.0,0,5,2,2,0,0,0,1,9,0.1757,0.536,,,,,,,,,,,,,-1,0.0,0.0,-619.0,1,0,0,0.0,0.0,2.0,1,20.0,2,,,0.1757,0.536,0.356,0.356,0.03247,18.3,1.237,0.1569,2.871,-376.25418060200667,-11.055,0.02937,0.2532,-0.001277,-0.0435,0.06082,0.473,0.1401,136597.86,59777.773,19.84,7.234,510303.8,25183.037,12457.119
113939,0,0,0,66600.0,112500.0,5872.5,112500.0,0,3,0,1,0,0.01452,-22488,,-2098.0,-4338,,0,-1,2,2,0,0,0,0,5,0.438,0.6616,0.539,,,,,,,,,,,,-1,1.0,1.0,-1891.0,1,0,0,0.0,0.0,0.0,1,20.0,4,0.1561,3.154,0.438,0.6616,0.546,0.539,0.008354,19.16,1.0,0.0882,1.689,,-2.96,,0.1929,,,0.0841,,,,,,,,,
113942,0,1,0,121500.0,1024740.0,52321.5,900000.0,0,1,1,1,0,0.02866,-16054,-3264.0,-6824.0,-2031,,0,2,2,2,2,0,0,0,11,0.3645,0.2812,0.5884,,,,,,,,,,,,-1,0.0,0.0,-1065.0,1,0,0,0.0,0.0,0.0,1,20.0,3,0.06036,2.775,0.2812,0.5884,0.4114,0.3645,0.01682,19.58,1.139,0.4307,8.44,-37.23567269384002,-7.566,0.2032,0.1265,,,0.06635,0.6333,0.1371,249039.47,183407.61,21.53,7.56,802369.9,39924.633,23656.902
113943,0,0,0,171000.0,296280.0,23409.0,225000.0,0,0,0,1,0,0.00963,-18128,-3312.0,-4094.0,-1619,,1,0,2,2,0,0,0,0,27,,0.542,0.1918,,,,,,,,,,,,-1,0.0,0.0,-2696.0,1,0,0,0.0,0.0,0.0,1,20.0,3,,,0.1918,0.542,0.367,0.367,0.03062,12.66,1.316,0.1368,1.732,-51.64602839021444,-9.43,0.1826,0.0893,,,0.1487,0.5283,0.1384,182538.47,78441.98,21.6,7.977,616465.4,28095.469,12827.279
113945,0,0,0,40500.0,165960.0,8113.5,112500.0,0,3,0,1,0,0.01884,-23506,,-4308.0,-4357,,0,-1,2,2,5,0,0,0,5,0.2163,0.4963,,0.1763,0.0345,0.3333,0.0825,0.1796,0.3333,0.178,0.9834,0.0345,0.3333,0.0649,0,0.0,0.0,-1693.0,1,0,0,,,,1,20.0,4,,,0.2163,0.4963,0.3562,0.3562,0.01959,20.45,1.476,0.2003,4.098,,-1.723,,0.1853,,,0.072,,,,,,,,,
113947,0,0,1,247500.0,135000.0,8626.5,135000.0,0,2,2,1,0,0.003542,-11393,-2532.0,-5370.0,-3602,8.0,0,11,1,1,4,0,1,0,6,,0.762,0.7197,,,,,,,,,,,,-1,0.0,0.0,-2230.0,1,0,0,0.0,0.0,0.0,1,20.0,2,,,0.7197,0.762,0.7407,0.7407,0.000453,15.65,1.0,0.03485,0.5454,-97.78743579612801,-21.72,0.2222,0.3162,-0.0007024,-0.00316,0.1957,0.7407,,247500.0,,15.65,,135000.0,8626.5,
113950,0,1,1,112500.0,104256.0,11227.5,90000.0,2,2,1,4,0,0.00862,-12759,-3152.0,-2430.0,-4249,9.0,0,5,2,2,0,0,0,0,9,0.669,0.555,0.3809,0.0454,0.0345,0.3333,0.108,0.0462,0.3333,0.0458,0.987,0.0345,0.3333,0.1108,0,0.0,0.0,,1,0,0,0.0,0.0,2.0,1,20.0,2,0.1415,3.035,0.3809,0.669,0.535,0.555,0.014046,9.29,1.158,0.0998,0.927,-35.68030447193149,-8.82,0.2471,0.333,-0.0007052,-0.002855,,0.4958,0.139,154127.11,69037.24,19.84,7.41,550788.4,27371.855,14100.781
113951,0,0,0,166500.0,738108.0,47299.5,630000.0,1,0,0,1,0,0.02025,-19571,-6570.0,-5944.0,-3098,,0,0,3,3,6,0,0,0,38,,0.2299,,,,,,,,,,,,,-1,0.0,0.0,-2520.0,1,0,0,0.0,0.0,1.0,1,20.0,4,,,0.2299,0.2299,0.2299,0.2299,0.0,15.6,1.172,0.2842,4.434,-25.35018270401949,-8.51,0.3357,0.1583,,,0.1288,0.5493,0.1556,198977.14,86199.33,21.1,8.48,663880.9,31039.791,15983.725
113957,0,0,0,247500.0,332946.0,17127.0,238500.0,0,0,1,1,0,0.006207,-14423,-1904.0,-1342.0,-4439,,0,3,2,2,2,0,0,0,22,0.626,0.5806,0.2152,0.0979,0.099,0.3125,0.0934,0.0756,0.3333,0.0755,0.9863,0.069,0.3333,0.0654,2,0.0,0.0,-874.0,1,0,0,0.0,0.0,1.0,1,20.0,2,0.0782,2.479,0.2152,0.626,0.4739,0.5806,0.03378,19.44,1.396,0.0692,1.346,-129.98949579831933,-17.16,0.132,0.3079,,,0.0606,0.5225,0.0871,295105.25,156971.39,19.17,7.832,728502.2,37874.723,21000.576
113966,0,0,0,180000.0,495000.0,26851.5,495000.0,0,0,0,2,0,0.0207,-16226,-3726.0,-5692.0,-4158,,0,3,3,3,0,0,0,0,9,0.529,0.3213,0.3047,0.1031,0.1724,0.1667,0.09,0.105,0.1667,0.1041,0.977,0.1724,0.1667,0.0776,2,0.0,0.0,-564.0,1,0,0,0.0,0.0,1.0,1,20.0,3,0.0518,2.293,0.3047,0.529,0.385,0.3213,0.01041,18.44,1.0,0.1492,2.75,-48.309178743961354,-11.09,0.2296,0.2563,,,0.03476,0.5405,0.1338,255272.73,127713.59,20.27,7.125,714239.9,36482.496,18704.287
113967,0,1,0,90000.0,539100.0,25933.5,450000.0,0,0,0,1,0,0.02025,-18765,-7956.0,-8880.0,-2094,,0,2,3,3,5,0,0,0,12,,0.1422,0.8027,,,,,,,,,,,,-1,0.0,0.0,-1272.0,1,0,0,0.0,0.0,1.0,1,20.0,4,,,0.1422,0.8027,0.4724,0.4724,0.1091,20.78,1.198,0.288,5.99,-11.310795525951992,-4.797,0.424,0.1116,,,0.0678,0.614,0.1443,164475.0,83329.33,22.34,9.13,631493.1,29571.3,18050.525
